id,name,commander,capital_only,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,size,ressize,basecost,rcost,reclimit,rt,leader,undeadleader,magicleader,startage,maxage,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,resources,mountmnr,reinvigoration,awe,fear,berserk,darkvision,heat,cold,poisonres,fireres,coldres,shockres,slashres,bluntres,pierceres,acidres,regeneration,iceprot,invulnerable,fireshield,banefireshield,standard,inspirational,taskmaster,beastmaster,bodyguard,supplybonus,patrolbonus,pillagebonus,siegebonus,researchbonus,castledef,stealthy,taxcollector,alch,forgebonus,nametype,keywords
3101,Helote Peltast,False,False,10,0,10,7,10,10,10,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,21,,,,,,5,207,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3103,Helote Ekdromos,False,False,10,0,10,7,10,10,10,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,142,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"formationfighter, slave"
3105,Helote Hoplite,False,False,10,0,10,7,10,10,10,10,3,14,14,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,101,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"formationfighter, slave"
3107,Perioeci Scout,True,False,10,0,10,9,10,10,10,10,3,14,12,3,3,10010,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,23,,,,,,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,107,"forestsurvival, mountainsurvival, stealthy"
3108,Neodamode Commander,True,False,12,0,10,12,11,11,11,10,2,16,12,3,3,10015,1,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,101,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,formationfighter
3109,Gigante Ekdromos,False,False,30,3,13,13,20,13,13,10,2,18,16,6,6,10040,1,3,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,236,238,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,"formationfighter, skirmisher"
3110,Gigante Hoplite,False,False,30,3,13,13,20,13,13,10,2,18,16,6,6,10040,1,3,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,237,238,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,formationfighter
3111,Lochos,True,False,32,3,13,14,21,14,14,11,2,18,16,6,6,10025,1,,1,100,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,237,238,239,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,"formationfighter, taskmaster"
3112,Polemarch,True,True,35,3,16,14,22,14,14,11,2,18,16,6,6,10030,1,,1,150,,,,250,2,,,2,,,,,,,,,,,,,,,,,,,,,,,722,,,,,,,237,238,239,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,"holy, formationfighter, taskmaster"
3114,Geronte,True,False,33,4,14,11,22,13,13,11,3,18,16,6,6,9995,1,,1,50,,,,250,,,,,,,,,,1,100,1,1,1152,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,107,"holy, inquisitor, formationfighter, taskmaster"
3115,Ephor,True,False,33,4,14,11,22,13,13,11,3,18,16,6,6,9990,1,,1,50,,,,250,1,,,1,,,,,,1,100,1,1,1408,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,107,"holy, inquisitor, formationfighter, taskmaster"
3116,Archon,True,False,33,4,17,12,22,13,13,11,3,18,16,6,6,10065,1,,2,50,,,,250,1,,,1,,,,,,1,100,1,2,1408,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,107,"holy, inquisitor, formationfighter, taskmaster"
3117,Basileus,True,True,33,4,17,14,22,13,13,11,3,18,16,6,6,10030,1,,2,100,,,,250,2,,1,2,,,,,,2,100,1,1,1920,10,1,1,1920,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,"holy, inquisitor, formationfighter, taskmaster"
3118,Elder Cyclops,True,True,63,6,18,14,26,10,9,7,2,20,14,8,8,10135,1,,2,50,,,,1000,2,1,,2,,,,,,,100,1,1,1920,10,1,1,1920,,,,,,,,,14,,,,,,,,,,,25,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,107,mountainsurvival
3120,Discobolus,False,False,32,3,13,11,21,13,13,12,2,18,16,6,6,10030,1,3,1,50,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3128,Orphic Mystic,True,False,10,0,15,10,10,8,8,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,,1,1,1,,,50,1,1,3712,50,1,1,28672,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,Trophimos Commander,True,False,12,0,10,12,11,11,11,10,2,14,12,3,3,10015,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,12,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,taskmaster
3130,Trophimos Priest,True,False,9,0,13,11,9,8,8,10,4,14,10,3,3,10010,1,,1,50,,,,,,,,,,,,,,1,100,1,1,1920,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,107,"holy, taskmaster"
3131,Trophimos Sage,True,False,10,0,13,9,10,8,8,11,4,14,12,3,3,10010,1,,1,10,,,,,,,,,,,,,,,100,1,2,1920,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,107,
3132,Helote Archer,False,False,10,0,10,6,10,8,8,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3133,Helote Warrior,False,False,10,0,10,7,10,10,10,10,3,14,14,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,6,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3134,Helote Soldier,False,False,10,0,10,7,10,10,10,10,3,14,14,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,12,20,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3135,Cyclops Chieftain,True,False,47,5,9,14,24,11,9,7,2,16,17,6,6,10040,1,,1,20,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,44,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,107,taskmaster
3136,Cyclops Warrior,False,False,42,5,9,13,22,10,9,7,2,16,17,6,6,10035,1,,1,10,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,undisciplined
3137,Cyclops Hurler,False,False,42,5,9,13,22,10,9,7,2,16,17,6,6,10035,1,,1,10,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,252,27,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,107,undisciplined
3138,Elder Cyclops,True,True,63,6,18,14,26,10,9,7,2,20,14,8,8,10135,1,,2,50,,,,1000,2,1,,2,,,,,,,100,1,1,1920,10,1,1,1920,,,,,,,,,14,,,,,,,,,,,25,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,107,mountainsurvival
3139,Phlegran Tyrant,True,True,68,9,18,15,26,12,12,11,2,20,16,8,8,10065,1,,2,90,,,330,500,3,,,2,,1,,,,,100,1,1,5504,10,1,1,5504,,,,,,,,,473,,,,,,,236,,,,,,,,,4,,,,5,5,,,,,,,,,,,,,,4,,,,,,,-6,,,,,,107,taskmaster
3140,Gigante Warrior,False,False,62,9,14,14,24,11,11,11,2,20,16,8,8,10065,1,2,1,50,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,,,,,,,,,2,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3141,Cyclops Shepherd Shaman,True,False,47,5,12,14,24,11,9,7,2,16,17,6,6,10040,1,,1,35,,,,150,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,-3,,,,,,107,beastmaster
3143,Phaeacian Militia,False,False,10,0,11,8,10,8,8,8,4,10,11,3,3,10007,1,,1,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3144,Phaeacian Archer,False,False,10,0,11,8,10,8,8,10,3,14,12,3,3,10008,1,,1,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3145,Phaeacian Light Infantry,False,False,10,0,11,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,183,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3146,Phaeacian Infantry,False,False,10,0,11,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,7,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3147,Phaeacian Heavy Infantry,False,False,10,0,11,11,10,10,11,10,3,14,12,3,3,10012,1,,1,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3148,Colossi Heavy Infantry,False,False,20,1,12,12,14,11,11,11,2,18,14,4,4,10020,1,,1,50,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,
3151,Mage Pilot,True,False,10,0,13,9,10,8,8,11,3,14,12,3,3,10010,1,,1,50,,,,75,,1,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3153,Phaeacian Scout,True,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,107,"forestsurvival, mountainsurvival, stealthy"
3154,Phaeacian Captain,True,False,11,0,10,12,10,11,11,10,3,14,12,3,3,10010,1,,1,75,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3155,Colossi Weaver,True,False,19,1,13,12,13,10,10,12,2,18,14,4,4,10020,1,,1,10,,,110,125,,1,,,1,,,,,,100,1,1,20224,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,female
3156,Colossi Storm Captain,True,False,24,1,15,13,16,12,12,11,2,18,14,4,4,10020,1,,1,100,,,,125,,2,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,123,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3157,Colossi Queen,True,True,23,1,17,12,15,11,11,12,2,18,14,4,4,10020,1,,2,100,,,110,150,,2,2,,1,,,1,,2,100,1,1,19200,10,1,1,19200,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,"holy, female"
3158,Prince Consort,True,True,24,1,17,11,16,11,11,12,2,18,14,4,4,10020,1,,2,10,,,110,150,,3,2,,,,,,,1,100,1,1,18176,10,1,1,18176,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,holy
3159,Orichalcum Guard,False,True,24,1,13,14,16,12,12,11,2,18,14,4,4,10032,1,,1,50,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,724,,,,,,,241,242,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,107,"holy, bodyguard"
3161,Shackled Mage,True,False,10,0,12,6,10,8,8,8,4,12,10,3,3,10040,1,,1,0,,,,,,,,,,,,,,,100,1,1,1920,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,107,"slave, comslave"
3162,Trophimos Oppressor,True,False,10,0,13,9,10,8,8,11,4,14,12,3,3,10030,1,,1,50,,,,,1,,,1,,,,,,,100,1,1,768,,,,,,,,,,,,,92,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,taskmaster
3165,Colossi Light Infantry,False,False,20,1,12,12,14,11,11,11,2,18,14,4,4,10020,1,,1,50,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,183,162,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,
3166,Phaeacian Priest,True,False,9,0,13,11,9,8,8,10,3,14,12,3,3,10010,1,,1,10,,,,75,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,holy
3172,Cerulean Commander,True,True,23,3,8,14,17,13,10,9,3,12,10,4,4,10016,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,12,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,129,"animal, forestsurvival, beastmaster"
3197,Melissa,True,False,9,0,15,10,8,8,8,11,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,1,,,1,100,1,1,8448,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, female"
3198,Archousa,True,False,9,0,15,10,8,8,8,11,3,14,8,3,3,10010,1,,1,50,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, female"
3199,Neokoros,True,False,9,0,14,10,8,8,8,11,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,1,,,1,20,1,1,12288,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, female"
3200,Panageis,True,False,9,0,15,10,8,8,8,11,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,1,,,2,100,1,1,12288,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, female"
3211,Helote Archer,False,False,10,0,10,6,10,8,8,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,5,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3212,Helote Crossbowman,False,False,10,0,10,6,10,8,8,10,3,14,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,25,,,,,,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3213,Helote Soldier,False,False,10,0,10,7,10,10,10,10,3,14,14,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,slave
3215,Mouflon Cataphract,False,False,12,0,11,9,11,11,11,11,3,20,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,14,21,2,,,3531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,"mountainsurvival, slave"
3216,Iron Guard,False,True,14,0,9,9,12,13,11,10,3,14,14,3,3,10015,5,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,14,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,107,"magicbeing, slave, bodyguard"
3217,Phlegran Commander,True,False,12,0,10,9,11,11,11,10,2,14,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,"slave, taskmaster"
3218,Phlegran Priest,True,False,9,0,13,11,9,8,8,10,4,14,10,3,3,10010,1,,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,107,"holy, slave, taskmaster"
3219,Phlegran Cataphract Commander,True,False,14,0,11,12,12,12,12,10,5,20,18,3,3,10020,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,14,21,2,,,3531,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,107,"mountainsurvival, slave, taskmaster"
3220,Shackled Mage,True,False,10,0,12,6,10,8,8,8,4,12,10,3,3,10040,1,,1,0,,,,,,,,,,,,,,,100,1,1,1920,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,107,"slave, comslave"
3221,Phlegran Oppressor,True,False,10,0,13,9,10,8,8,11,4,14,12,3,3,10030,1,,1,50,,,,,1,,,1,,,,,,,100,1,1,768,,,,,,,,,,,,,92,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,taskmaster
3222,Oppressor General,True,False,12,0,13,12,11,11,11,11,4,14,12,3,3,10050,1,,1,100,,50,,,,,,1,,,,,,,100,1,1,896,,,,,,,,,,,,,8,,,,,,,148,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,taskmaster
3223,Cyclope Commander,True,False,47,5,9,14,24,12,10,7,2,16,17,6,6,10045,1,,1,75,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,734,21,,,,,,246,247,248,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,taskmaster
3224,Cyclope Soldier,False,False,42,5,9,13,22,11,9,7,2,16,17,6,6,10040,1,4,1,10,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,733,21,,,,,,245,247,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
3225,Cyclope Smith,True,True,63,6,18,14,26,10,9,7,2,20,14,8,8,10125,1,,1,50,,,825,1000,1,,,1,,,,,,,100,1,1,1920,10,1,1,1920,,,,,,,,,14,,,,,,,,,,,20,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,107,mountainsurvival
3228,Oppressor Archon,True,True,10,0,13,9,10,8,8,11,4,14,12,3,3,10030,1,,2,50,,,,,1,1,1,1,1,,,,,2,100,1,1,1152,100,1,1,3456,10,1,1,3456,,,,,92,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,107,"holy, taskmaster"
3275,Landless Knight,False,False,12,0,10,12,11,11,11,10,3,14,12,3,3,10013,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,13,118,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,Mirror Guard,False,True,12,0,12,13,11,12,12,10,3,14,12,3,3,10015,1,3,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,17,118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3281,Baculite,False,True,12,0,13,13,11,11,11,10,3,14,10,3,3,10015,1,3,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,,,,,,,7,148,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"holy, standard"
3282,Soldier Priest,False,True,10,0,11,12,10,11,11,10,3,14,12,3,3,10012,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3283,Archer Priest,False,True,10,0,11,11,10,9,9,11,4,14,11,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,183,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3284,Abbot Sage,True,False,11,0,14,10,10,8,8,10,4,14,10,3,3,10010,1,,1,50,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,92,,,,,,,161,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,holy
3285,Abbot Magus,True,True,11,0,16,11,10,8,8,10,4,14,10,3,3,10010,1,,1,50,,,,,1,,,1,2,,,,,2,,,,,,,,,,,,,,,,,745,,,,,,,161,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,holy
3286,Abbot Magus Supreme,True,True,11,0,18,12,10,8,8,10,4,14,10,3,3,10010,1,,2,50,,,110,200,1,,,1,3,,,,,2,100,1,1,9856,10,1,1,11904,,,,,,,,,745,,,,,,,161,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,holy
3287,Bishop General,True,True,12,0,13,12,10,11,11,10,3,14,12,3,3,10010,1,,1,100,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,,17,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3288,Archbishop Marshal,True,True,13,0,14,14,11,12,12,10,3,14,12,3,3,10010,1,,1,150,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,,17,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3289,Primate King,True,True,13,0,15,14,11,12,12,10,3,14,12,3,3,10010,1,,2,150,,,220,400,,,,,1,,,,,3,100,1,1,9856,,,,,,,,,,,,,745,,,,,,,17,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3290,Bishop Vicomte,True,False,12,0,13,12,10,11,11,10,3,14,12,3,3,10010,1,,1,100,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,6,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3291,Viceroy Primate,True,False,12,0,14,11,10,11,11,10,3,14,12,3,3,10050,1,,2,40,,,165,300,,,,,,,,,,3,,,,,,,,,,,,,,,,,745,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
3297,Cannibal Shaman Chief,True,False,12,0,13,12,11,11,11,10,2,14,13,3,3,10010,1,,1,50,,,,,,,,,,,,,1,,100,1,1,47104,,,,,,,,,,,,,7,,,,,,,15,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,-4,,,,,,,"forestsurvival, mountainsurvival, wastesurvival, spiritsight"
3313,Cannibal Warlord,True,False,15,0,9,13,12,13,12,10,2,14,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,21,,,,,,10,119,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,"mountainsurvival, wastesurvival"
3332,Nabaean Desert Warrior,False,False,10,0,10,10,10,10,10,10,3,16,12,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,23,,,,,,158,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,,,,,"wastesurvival, stealthy, undisciplined, skirmisher"
3333,Nabaean Camel Rider,False,False,12,0,10,12,10,11,11,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,264,,,,,,158,249,,,,3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,40,,,,,"wastesurvival, stealthy, skirmisher"
3334,Sheikh,True,False,12,0,10,11,10,11,11,11,3,14,12,3,3,10010,1,,1,75,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,264,,,,,,158,249,,,,3539,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,40,,,,,"wastesurvival, stealthy"
3335,'Adite Elite Soldier,False,False,25,1,12,13,16,12,12,10,3,16,14,4,4,10030,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,12,118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
3336,'Adite Archer,False,False,24,1,12,10,15,9,9,10,3,16,14,4,4,10025,1,,1,50,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,266,6,,,,,,171,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
3337,'Adite General,True,False,27,1,12,13,16,12,12,11,3,16,14,4,4,10025,1,,1,100,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,12,118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,wastesurvival
3338,Nabaean Soldier,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,,,,,,,12,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
3339,Hermit Sahir,True,False,10,0,15,12,9,8,8,11,3,14,10,3,3,10010,1,,2,0,,,,,1,1,,,,,,1,,,100,1,1,17792,,,,,,,,,,,,,9,,,,,,,158,249,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"wastesurvival, stealthy"
3340,Sahir,True,False,21,1,17,13,15,11,11,11,3,16,14,4,4,10032,1,,2,50,,,220,250,2,2,,1,,,,1,,,100,1,1,3200,,,,,,,,,,,,,92,,,,,,,158,249,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,40,,,,163,"holy, wastesurvival, stealthy"
3341,Malikah,True,True,19,1,18,12,12,10,10,12,3,20,14,4,4,10050,1,,2,100,,50,330,500,3,2,,,,,,2,,1,100,1,1,28032,10,1,1,28032,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,15,,5,,,,,,,,,,,,,,,,,,,,,40,,,,164,"holy, magicbeing, female, wastesurvival, flying, stealthy, ethereal, spiritsight, magicpower"
