id,name,chassis_value
2937,Enkidu Warrior,13.5
2938,Enkidu Heavy Archer,9.79
2939,Enkidu Soldier,12.47
2940,Enkidu Iron Warrior,16.74
2941,Enkidu Royal Guard,15.12
2942,Enkidu Commander,16.74
2943,Ensi,51.48
2944,Nin,23.58
2945,Gala,25.32
2946,Naditu,26.58
2947,Ereshdingir,43.87
2948,Entu,52.87
2949,Gudu,29.07
2950,Ishib,38.07
2951,Ashipu,35.07
2952,Mashmashu,47.07
2953,Maiden of the Moon,36.5
2954,Enkidu Shaman,24.47
2955,Leader of the Closed Council,21.0
2956,Centauride Cataphract,29.57
2957,Centauride Crossbow,24.8
2958,Golden Lion,232.93
2959,Chiranjivi,33.24
2960,Apkallu,42.36
2961,Centauride Enchantress,31.12
2962,Mushussu,174.29
2963,Mushussu Charioteer,14.47
2964,Mushussu - replaced,111.61
2965,Apkallu,125.4
2966,Umu-apkallu,150.96
2967,Hell Spawn,18.9
2968,Hell Spawn,24.71
2969,Hell Spawn,28.6
2970,Hell Spawn,31.75
2971,Hell Spawn,9.5
2972,Hell Spawn,9.5
2973,Hell Spawn,19.09
2974,Hell Spawn,8.8
2975,Worm Mage,31.11
2976,Algae Man,14.57
2977,Centaur Great Sage,34.96
2978,Master Sorcerer,13.67
2979,Onmyo Hakase,13.67
2980,Uttervast,502.92
2981,Soulless Enkidu,5.0
2982,Soulless Warrior,5.0
2983,Soulless Warrior,5.0
2984,Scout,8.28
2985,Rusian Chieftain,9.57
2986,Rusian Priest,17.1
2987,Rusian Wizard,9.3
2988,Thunder Priest,34.43
2989,Rusian Hunter,11.6
2990,Rusian Warrior,7.67
2991,Rusian Warrior,6.9
2992,Chud Hunter,25.48
2993,Chud Warrior,18.63
2994,Chud Berserker,20.12
2995,Bear Warrior,13.86
2996,Werebear,68.04
2997,Chud Skinshifter,36.87
2998,Werebear,101.04
2999,Perkunu,67.07
3000,Son of Heaven,60.5
3001,Daughter of the Sun,46.98
3002,Chud Chieftain,33.26
3003,Great Bear,62.21
3004,Serf Defender,5.0
3005,Longdead Archer,7.31
3006,Humanbred,8.8
3007,Bug Soul Vessel,7.2
3008,Rusian Chieftain,16.24
3009,Buffalo,29.95
3010,Architect,5.0
3011,Architect,5.0
3012,Shrimp Soul Vessel,5.0
3013,Triton Militia,5.0
3014,Triton Soldier,10.8
3015,Triton Hoplite,15.73
3016,Triton Knight,22.75
3017,Triton Noble,26.0
3018,Thyreophorite,9.6
3019,Thyreophorite,9.6
3020,Erytheian Phalangite,11.0
3021,Erytheian Phalangite,11.0
3022,Erytheian Hoplite,8.8
3023,Erytheian Hoplite,8.8
3024,Machimos,6.12
3025,Machimos Commander,6.9
3026,Erytheian Commander,9.9
3027,Erytheian Commander,9.9
3028,Erytheian Scout,10.56
3029,Erytheian Scout,10.56
3030,Erytheian Crossbowman,8.64
3031,Erytheian Crossbowman,8.64
3032,Daduchos,18.6
3033,Daduchos,17.7
3034,Mermage,7.0
3035,Mermage,6.0
3036,Erytheian Priest,13.8
3037,Erytheian Priest,12.9
3038,Pearl Mage,15.3
3039,Mystic,6.3
3040,Nomarch,21.6
3041,Nomarch,20.7
3042,Prince of the Setting Sun,29.85
3043,Prince of the Setting Sun,28.86
3044,Princess of the Setting Sun,29.4
3045,Princess of the Setting Sun,28.5
3046,King of Both Worlds,16.5
3047,King of Both Worlds,15.4
3048,Queen of Land and Water,15.84
3049,Queen of Land and Water,14.85
3050,Triton Priest,15.87
3051,Soldier of the Setting Sun,22.77
3052,Soldier of the Setting Sun,22.77
3053,Grand Hierophant,11.7
3054,Firstborn of the Star,27.14
3055,Grand Hydromancer,12.67
3056,Aphroi Sage,28.6
3057,Aphroi Sage,29.88
3058,God-King of the Deep,29.4
3059,Magister Supreme,8.1
3060,Master,21.61
3061,Hell Spawn,45.31
3062,Hellbred Giant,51.8
3063,Hellbred Horite,14.25
3064,Anzu,163.11
3065,Marble Lion,67.97
3066,Hamadryad,42.3
3067,Spectral Lictor,53.0
3068,Kusarikku,69.52
3069,Namanari,8.97
3070,Chunari,24.0
3071,Vanarusian Berserker,10.3
3072,Kami of the Sun,124.2
3073,Kami of the Moon,80.64
3074,Kami of Storms,112.8
3075,Little Soulless,5.0
3076,Morrigna,120.27
3077,Morrigna,115.27
3078,Morrigna,115.27
3079,Duiu of Thunder,119.16
3080,Duiu of Farming,102.0
3081,Duiu of War,103.86
3082,Matrona of the Healing Spring,88.2
3083,Hound,32.34
3084,Amanojaku,69.98
3085,Oni Spirit,59.14
3086,Deives of the Sun,75.0
3087,Lar,51.0
3088,Dharmapala of the Underworld,86.46
3089,Kulullu,15.2
3090,Kulullu Soldier,15.2
3091,Kulullu Sage,15.48
3092,Kuliltu Queen,37.95
3093,Kulullu Commander,20.0
3094,Kulullu King,58.2
3095,Ugallu,87.98
3096,Mage of the Deep,19.0
3097,Spider Archer,5.0
3098,First Spawn,98.73
3099,Bogarusian Scout,6.12
3100,Perioeci Peltast,9.2
3101,Helote Peltast,6.8
3102,Neodamode Peltast,9.2
3103,Helote Ekdromos,5.67
3104,Neodamode Ekdromos,7.67
3105,Helote Hoplite,6.23
3106,Neodamode Hoplite,8.43
3107,Perioeci Scout,6.8
3108,Neodamode Commander,9.57
3109,Gigante Ekdromos,33.33
3110,Gigante Hoplite,33.33
3111,Lochos,39.2
3112,Polemarch,81.07
3113,Kryptes,21.66
3114,Geronte,50.25
3115,Ephor,56.25
3116,Archon,56.25
3117,Basileus,81.03
3118,Elder Cyclops,59.4
3119,Spartae,11.4
3120,Discobolus,39.92
3121,Eldest Cyclops,81.8
3122,King of Pallene,112.67
3123,Gladiatrix,29.33
3124,Titan of Forethought,75.0
3125,Member of the Third Tier,39.3
3126,Member of the Third Tier,39.3
3127,Ker,59.14
3128,Orphic Mystic,12.3
3129,Trophimos Commander,9.57
3130,Trophimos Priest,14.07
3131,Trophimos Sage,5.0
3132,Helote Archer,5.0
3133,Helote Warrior,6.12
3134,Helote Soldier,6.23
3135,Cyclops Chieftain,31.73
3136,Cyclops Warrior,26.87
3137,Cyclops Hurler,29.02
3138,Elder Cyclops,59.4
3139,Phlegran Tyrant,95.0
3140,Gigante Warrior,52.8
3141,Cyclops Shepherd Shaman,34.73
3142,Great Mouflon,10.8
3143,Phaeacian Militia,5.0
3144,Phaeacian Archer,5.0
3145,Phaeacian Light Infantry,9.2
3146,Phaeacian Infantry,6.9
3147,Phaeacian Heavy Infantry,7.8
3148,Colossi Heavy Infantry,13.5
3149,Lochos,35.0
3150,Gigante,24.07
3151,Mage Pilot,7.5
3152,Wind Caller,13.5
3153,Phaeacian Scout,8.28
3154,Phaeacian Captain,8.7
3155,Colossi Weaver,16.08
3156,Colossi Storm Captain,33.42
3157,Colossi Queen,61.8
3158,Prince Consort,60.6
3159,Orichalcum Guard,36.72
3160,Hesperide,76.68
3161,Shackled Mage,5.0
3162,Trophimos Oppressor,7.5
3163,Theurg Tyrant,68.55
3164,Keledone,5.88
3165,Colossi Light Infantry,18.0
3166,Phaeacian Priest,14.07
3167,Drakon Hesperios,611.98
3168,Hound of Twilight,83.89
3169,Kuon Argyreos,56.39
3170,Kuon Khryseos,62.1
3171,Khalkotauros,294.32
3172,Cerulean Commander,19.68
3173,Aegaeide,45.9
3174,Phaeacian Princess,49.35
3175,Triple-Headed,58.4
3176,Herdsman,27.27
3177,Red Cattle,20.59
3178,Wight Shaman,55.8
3179,Wight Murmurer,93.5
3180,Wight Mage,34.0
3181,Wight Mage,49.47
3182,Commander,6.9
3183,Ekdromos,7.67
3184,Hoplite,8.43
3185,Heavy Infantry,6.9
3186,Commander,6.9
3187,Heavy Cavalry,7.67
3188,Heavy Infantry,7.67
3189,Wight Oracle,145.67
3190,Bone Mother,18.5
3191,Enkidu Great Sage,18.87
3192,Great Camazotz,12.0
3193,Jotun Draug,63.3
3194,Jotun Draug,63.3
3195,Wight Mage,89.0
3196,Wight Mage,86.5
3197,Melissa,17.07
3198,Archousa,23.07
3199,Neokoros,17.07
3200,Panageis,23.07
3201,Hydrophoros of the East,20.07
3202,Hydrophoros of the West,20.07
3203,Titan of the Hunt,104.4
3204,Grey One,15.9
3205,Titan of Crossroads,84.1
3206,Titan of Crossroads,78.7
3207,Titan of Crossroads,86.44
3208,Titan of the Spring,76.53
3209,Titan of Growth,71.4
3210,Lampad,23.7
3211,Helote Archer,5.0
3212,Helote Crossbowman,5.0
3213,Helote Soldier,5.1
3214,Iron Bound,5.1
3215,Mouflon Cataphract,10.12
3216,Iron Guard,10.44
3217,Phlegran Commander,7.59
3218,Phlegran Priest,14.07
3219,Phlegran Cataphract Commander,16.8
3220,Shackled Mage,5.0
3221,Phlegran Oppressor,7.5
3222,Oppressor General,12.57
3223,Cyclope Commander,40.32
3224,Cyclope Soldier,35.36
3225,Cyclope Smith,44.4
3226,Laestrygonian Tyrant,238.18
3227,Laestrygonian,167.41
3228,Oppressor Archon,34.5
3229,First of the Gigantes,312.81
3230,King of the Gigantes,301.12
3231,Elder Cyclops,75.47
3232,Iron Fly,39.69
3233,Archer Illusion,9.36
3234,Son of the Bear,81.33
3235,Son of the Bear,117.43
3236,Cambion,71.43
3237,Sinister Hawk,6.62
3238,Sinister Wolf,8.37
3239,Fay,63.03
3240,Raven,5.0
3241,Daughter of the Thunder,83.76
3242,Daughter of the Oak,78.3
3243,Disciple of Myrddin,17.07
3244,Blood Countess,33.99
3245,Vampire Countess,25.53
3246,Tengu King,84.88
3247,Kitsune,43.8
3248,Kitsune,43.77
3249,Dragon of the Cave,50.83
3250,Dragon of the Cave,130.75
3251,Vampire Count,40.26
3252,Vivisectionist,30.53
3253,Vampire Count,31.62
3254,Vampire Lord,26.76
3255,Blood Graf,58.96
3256,Werebear,122.04
3257,Last Perkunu,88.07
3258,Great Bear,62.21
3259,Varyag,56.04
3260,Grandmother Earth,159.72
3261,Red Face,92.24
3262,Jorogumo,37.82
3263,Jorogumo,70.58
3264,Okami,23.04
3265,Tanuki,23.28
3266,Tanuki,24.6
3267,Bakeneko,10.37
3268,Bakeneko,10.08
3269,Omukade,92.36
3270,Araburu-kami,87.36
3271,Araburu-kami,100.8
3272,Mujina,31.8
3273,Mujina,24.6
3274,Vampire Count,30.6
3275,Landless Knight,9.57
3276,Cynocephalian Hunter,19.35
3277,Cynocephalian Warrior,29.7
3278,Cynocephalian Chieftain,33.84
3279,Cynocephalian Shaman,30.42
3280,Mirror Guard,23.43
3281,Baculite,23.83
3282,Soldier Priest,17.7
3283,Archer Priest,16.92
3284,Abbot Sage,24.3
3285,Abbot Magus,37.67
3286,Abbot Magus Supreme,46.67
3287,Bishop General,28.47
3288,Archbishop Marshal,32.43
3289,Primate King,47.03
3290,Bishop Vicomte,28.47
3291,Viceroy Primate,39.63
3292,Azenach Archer,8.64
3293,Cannibal Warrior,14.08
3294,Agrimandri Warrior,15.05
3295,Fommepori Warrior,16.63
3296,Vintefolei Horseman,12.76
3297,Cannibal Shaman Chief,13.63
3298,Cynocephalian Hunter,19.35
3299,Cynocephalian Flesh-Eater,29.7
3300,Cynocephalian Chieftain,27.07
3301,Cynocephalian Shaman,19.38
3302,Piconye Peasant,5.0
3303,Piconye Slinger,6.55
3304,Piconye Spearman,6.93
3305,Piconye Soldier,9.12
3306,Piconye King,11.88
3307,Satyr Slave,6.6
3308,Centaur Charioteer,9.33
3309,XXX,24.75
3310,Lady Warrior,8.7
3311,Lady Knight,16.4
3312,Feminie Queen,20.68
3313,Cannibal Warlord,21.12
3314,Feminie Sorceress,9.67
3315,Gog Reaver,31.1
3316,Magog Flesh-Hunter,36.55
3317,Gog Dog-Father,38.25
3318,Magog Bitch-Mother,45.46
3319,Centaur Slave,13.91
3320,Giant of the Lost Tribe,47.52
3321,King of the Lost Tribe,58.75
3322,Piconye Scholar,14.88
3323,Orionde Crossbowman,6.12
3324,Orionde Warrior,6.9
3325,Orionde Knight,11.6
3326,Orionde King,18.04
3327,Strange Bird,5.0
3328,God Block,93.6
3329,Betyl of the Sun,45.6
3330,Betyl of Writing,45.6
3331,Betyl of the Stars,45.6
3332,Nabaean Desert Warrior,8.28
3333,Nabaean Camel Rider,11.48
3334,Sheikh,11.48
3335,'Adite Elite Soldier,21.42
3336,'Adite Archer,11.02
3337,'Adite General,22.68
3338,Nabaean Soldier,6.9
3339,Hermit Sahir,12.3
3340,Sahir,53.7
3341,Malikah,71.76
3342,Jann Guard,37.44
3343,Jann Emir,53.31
3344,Statue of Beginnings,42.6
3345,Wooden Colossus,29.16
3346,Bronze Colossus,135.12
3347,Nabaean Scout,8.28
3348,Damned Admiral,54.06
3349,Damned Captain,32.7
3350,Damned Boatswain,30.9
3351,Damned Buccaneer,23.4
3352,Damned Buccaneer,23.4
3353,Jinn,58.44
3354,Jinn Warrior,63.36
3355,'Adite Light Infantry,20.4
3356,Nabaean Light Infantry,9.2
3357,Mukarrib,28.2
3358,Karib,17.07
3359,Lady Archer,8.28
3360,Longdead,7.31
3361,Longdead,7.31
3362,Piconye Castellan,10.26
3363,Lion of Strange Color,28.76
3364,Lion of Strange Color,27.54
3365,Lion of Strange Color,28.22
3366,Lion of Strange Color,24.3
3367,Hinn,33.12
3368,Bronze Colossus,135.12
3369,Ilahat of Fate,77.4
3370,Ilahat of Might,87.96
3371,Falcon,8.86
3372,Ifrit,116.7
3373,Shaytan,66.96
3374,Marid,280.73
3375,Houri,55.74
3376,Marid,236.09
3377,Prester King,58.56
3378,Arch Pope,75.67
3379,Great Huntress,33.66
3380,Protopope,47.67
3381,Cyclops,26.87
3382,Yllerion,143.34
3383,Yllerion,143.34
3384,Sahira,40.68
3385,Queen of Na'Ba,112.2
3386,Ilah of the Sky,120.86
3387,Ilah of the Sacred Mountain,83.28
3388,Ilah of the Moon,111.83
3389,Jinn Block,51.6
3390,Hoburg Slinger,6.55
3391,Hoburg Spearman,6.07
3392,Hoburg Pikeman,6.67
3393,Hoburg Defender,6.72
3394,Serpent of the Underworld,207.42
3395,Demiurge,212.57
3396,King in Yellow,102.51
3397,Gygja,19.67
3398,Jarnvidja,30.53
3399,Thrymsgode,95.7
3400,Thrymshirding,65.25
3401,Vaetti Archer,5.51
3402,Light Vaetti Infantry,5.0
3403,Vaetti Spearman,5.1
3404,Vaetti Berserker,7.8
3405,Hirdvaetti,8.7
3406,Rimvaetti,22.5
3407,Vaetti Hag,5.0
3408,Vaetti Gygja,22.5
3409,Jotun Gygja,51.67
3410,Vaetti Jarl,11.4
3411,Vaetti Gode,23.7
3412,Vaetti Crossbowman,5.51
3413,Wolf Brother,9.6
3414,Dimvaetti,13.28
3415,Moose Rider,5.51
3416,Great Archon,132.64
3417,Light Vaetti Infantry,5.1
3418,Wolf Rider,5.1
3419,Plague Doctor,11.67
3420,Rimvaetti,13.5
3421,Jotun Hurler,14.36
3422,Jotun Axeman,17.64
3423,Vaetti Archer,5.51
3424,Undying,66.33
3425,Dwarf of the North,66.9
3426,Dwarf of the South,66.9
3427,Dwarf of the East,66.9
3428,Dwarf of the West,66.9
3429,Jotun Skratti,44.07
3430,Jotun Werewolf,97.24
3431,Jotun Wolf,56.68
3432,Jotun Skratti,38.07
3433,Jotun Werewolf,91.24
3434,Jotun Wolf,50.68
3435,Vaetti Herse,9.6
3436,Human Godihuskarl,6.9
3437,Human Godihuskarl,7.67
3438,Human Hirdman,8.7
3439,Norna of the Past,72.3
3440,Norna of the Present,75.3
3441,Norna of the Future,72.3
3442,Jotun Skinshifter,46.17
3443,Jotun Werewolf,105.44
3444,Wight Hag,44.43
3445,Wight Mage,133.33
3446,Wight Mage,115.0
3447,Wight Mage,17.2
3448,Wight Mage,15.48
3449,Wight Hag,15.48
3450,Wight Mage,61.0
3451,Necrodai,117.65
3452,Necrodai,66.56
3453,Ubaran Desert Warrior,8.28
3454,Ubaran Camel Rider,11.48
3455,Ubaran Soldier,6.8
3456,Brazen Guard,11.55
3457,Ubaran Scout,8.28
3458,Ubaran Commander,6.9
3459,Ubaran Sheikh,11.48
3460,Kahin,14.07
3461,Tubba,27.24
3462,Human Sahir,9.3
3463,Jinn Warrior,32.76
3464,Ifrit Warrior,102.24
3465,Ifrit Sultan,191.22
3466,Houri,14.04
3467,Guardian of the Forbidden Chambers,43.2
3468,Jinn Sahir,46.74
3469,Jinn Emir,54.36
3470,Ubaran Archer,5.0
3471,Qarin,17.88
3472,Shaytan,60.96
3473,Firstborn of the Smokeless Flame,140.52
3474,Banu Si'lat,38.25
3475,Black King,286.34
3476,Binn,42.34
3477,Ghul,32.51
3478,Ghul,86.83
3479,Ghul,32.51
3480,Ghul,86.83
3481,Ghulah,40.98
3482,Ghulah,107.09
3483,Si'lat,27.96
3484,Mother Ghul,65.16
3485,Mother Ghul,128.09
3486,Initiate of the Hidden Order,5.97
3487,Adept of the Hidden Order,5.97
3488,Master of the Hidden Order,17.97
3489,Veiled Enchantress,15.3
3490,Gray Enchantress,12.3
3491,Tenebrous Enchantress,15.3
3492,Wizard's Apprentice,5.0
3493,Wizard of Fire and Flame,12.67
3494,Wizard of the Earth,12.67
3495,Wizard of Ice and Water,12.67
3496,Wizard of Storms and Thunder,12.67
3497,Wizard of the Stars,12.67
3498,Wizard of Many Colors,12.67
3499,Wizard of Dark Arts,12.67
3500,Test Gygja,14.4
3501,Test Soldier,6.9
3502,Arch Wizard of the Hidden Flame,24.67
3503,Arch Wizard of the Deeper Earth,24.67
3504,Arch Wizard of Waters Underneath,24.67
3505,Arch Wizard of the Sky,24.67
3506,Arch Wizard of the Spheres,24.67
3507,Arch Wizard of Unseen Colors,24.67
3508,Arch Wizard of Black Arcana,24.67
3509,Wizard's Apprentice,5.0
3510,Orchard of Souls,1949.79
3511,Tree of Tainted Fruits,14.47
3512,Tainted Soul,31.08
3513,Riding Horse,5.88
3514,War Horse,9.0
3515,War Horse,9.0
3516,Cataphracted War Horse,13.05
3517,Destrier,14.4
3518,Destrier,16.83
3519,Black Destrier,16.83
3520,Shadow Steed,45.9
3521,Fay Horse,36.0
3522,Helhestur,36.0
3523,Disahestur,40.32
3524,Unicorn,22.03
3525,Armored Unicorn,29.16
3526,Black Unicorn,22.03
3527,Armored Black Unicorn,29.16
3528,Nisean War Horse,22.68
3529,Demon Steed,25.65
3530,Great Mouflon,12.24
3531,Cataphracted Mouflon,15.3
3532,Wolf,8.37
3533,Jade Lizard,39.36
3534,Armored Jade Lizard,39.36
3535,Serpent,45.03
3536,Armored Serpent,26.22
3537,Armored Serpent,43.32
3538,Camel,10.8
3539,Camel,10.8
3540,War Elephant,35.52
3541,War Elephant,35.52
3542,Mammoth,35.52
3543,* Behemoth,35.52
3544,Gryphon,37.91
3545,Sacred Gryphon,67.07
3546,Turan Gryphon,67.07
3547,Tiger,25.92
3548,Armored Tiger,25.92
3549,Sacred Tiger,43.2
3550,Armored Sacred Tiger,43.2
3551,Moose,14.69
3552,Armored Moose,20.7
3553,Cave Drake,64.26
3554,Great Spider,36.78
3555,Hunter Spider,126.84
3556,Pegasus,34.68
3557,Armored Pegasus,34.68
3558,Skeletal Horse,8.7
3559,Skeletal War Horse,8.7
3560,Flayed Horse,57.3
3561,Nightmare,23.97
3562,Skeletal Beast,21.0
3563,Chariot,13.5
3564,Chariot,13.5
3565,Cataphracted Chariot,17.55
3566,Centaur Chariot,24.75
3567,Centaur Chariot,19.8
3568,Lizard Chariot,29.76
3569,Tomb Chariot,18.81
3570,War Cart,27.0
3571,Mushussu,128.46
3572,Fay Horse Chariot,49.98
3573,Steppe Horse,5.88
3574,Armored Steppe Horse,9.0
3575,Armored Steppe Horse,9.0
3576,Cataphracted Steppe Horse,13.05
3577,Steppe Horse,5.88
3578,Armored Steppe Horse,11.7
3579,Armored Steppe Horse,25.2
3580,Cataphracted Steppe Horse,26.55
3581,Cataphracted War Horse,26.55
3582,Destrier,28.8
3583,Destrier,35.19
3584,Black Destrier,35.19
3585,Bearer,5.0
3586,Bearer,5.0
3587,Bekryde,10.56
3588,Bekryde Warrior,8.8
3589,Bekryde Scout,8.8
3590,Bekryde Champion,12.0
3591,Bekryde Infantry,8.8
3592,Bekryde Heavy Infantry,8.8
3593,Bebryx Guard,21.6
3594,Bekryde Commander,12.0
3595,Bebryx,28.92
3596,Bekryde Shaman,21.12
3597,Mairu Warrior,32.07
3598,Mairu Hurler,30.6
3599,Mairu Champion,49.44
3600,Basajaun,56.0
3601,Basandere,49.56
3602,Jentil,126.5
3603,Sorgina,49.5
3604,Black Cat,16.8
3605,Tartalo,32.67
3606,Bekryde Shepherd,5.0
3607,Pyrènian Crossbowman,6.73
3608,Pyrènian Spearman,8.43
3609,Pyrènian Footman,7.59
3610,Pyrènian Man at Arms,10.44
3611,Pyrènian Swordsman,11.6
3612,Pyrènian Knight,19.68
3613,Emerald Knight,36.92
3614,Pyrènian Castellan,9.57
3615,Pyrènian Marquess,21.32
3616,Emerald Count,34.2
3617,Pyrènian Monk,15.3
3618,Pyrènian Priest,17.1
3619,Pyrènian Bishop,26.31
3620,Sorgina,31.5
3621,Black Cat,10.5
3622,Akerbeltz,44.58
3623,Sacred Mouflon,32.4
3624,Phantasmal Warrior,31.68
3625,Phantasmal Wolf,26.4
3626,Phantasmal Beast,223.95
3627,Phantasmal Knight,48.0
3628,Phantasmal Steed,44.16
3629,Aatxe,51.84
3630,Fir Bolg Cattle Raider,16.4
3631,Milesian Man at Arms,8.7
3632,Mother of Storms,89.4
3633,Bekryde,10.56
3634,Fir Bolg Charioteer,15.12
3635,Mandeha,165.18
3636,Mandeha,165.18
3637,Captain Illusion,9.6
3638,Falconeer,6.9
3639,Crystal Soul,120.5
3640,Dark Crystal,85.5
3641,Dragon,368.41
3642,Great Sage,18.67
3643,Elephant Spearman,8.43
3644,Hippocampus,15.91
3645,Sacred Hippocampus,37.94
3646,Kelpie,13.44
3647,Kelpie,13.44
3648,Armored Morvarc'h,41.31
3649,Armored Morvarc'h,49.57
3650,Immortal Gorgon,54.48
3651,God Spider,275.46
3652,Anansi,22.8
3653,Great Spider,36.78
3654,Weaver of Tales,18.67
3655,Great Spider,50.45
3656,Shark,28.35
3657,Asp,6.48
3658,Salamander Asp,8.28
3659,Homunculus,5.0
3660,Hydra Tamer,18.79
3661,Elephant Idol,51.69
3662,Asura,136.2
3663,Daitya,158.04
3664,Garuda,50.69
3665,Kimpurusha,64.63
3666,Angiri,47.23
3667,Marut,74.78
3668,Vidyadhara,78.96
3669,Nidadrott,19.47
3670,Nidajarl,16.92
3671,Nidherse,17.71
3672,Crow Clan Scout,9.11
3673,Crow Clan Archer,8.28
3674,Wolf Clan Reaver,11.48
3675,Cub-Warrior,8.7
3676,Bear Clan Warrior,12.8
3677,Nidbathed,29.6
3678,Nidylva,17.42
3679,Bear Clan Seithberender,32.49
3680,Wolf Clan Seithberender,31.8
3681,Crow Clan Seithberender,42.67
3682,Bear Clan Cub-Mother,15.2
3683,Weaver of Nightmares,15.3
3684,Calydonian Boar,95.12
3685,Nidhere,36.37
3686,Great Bear,62.21
3687,Wolf,16.47
3688,Crow,5.0
3689,Bekryde Hunter,8.58
3690,War Horse,25.2
3691,Praefectus Equitum,37.08
3692,Great Stag,139.63
3693,Great White Stag,139.63
3694,Bard,9.9
3695,Bush,5.0
3696,Shrub,5.0
3697,Small Shrub,5.0
3698,Large Stone,6.3
3699,Large Boulder,14.7
3700,Small Boulder,10.5
3701,Giant Puff Shroom,5.0
3702,Giant Fungus,5.0
3703,Giant Fungus,5.0
3704,Giant Fungus,5.0
3705,Giant Fungus,5.0
3706,Giant Fungus,5.0
3707,Swamp Flower,5.0
3708,Desert Flower,5.0
3709,Cactus,5.0
3710,Dragon,368.41
3711,Storm Father,18.67
3712,Spine Frog,32.4
3713,Ministry Guardsman,8.67
3714,Fire Elemental,120.0
3715,Fire Elemental,98.0
3716,Fire Elemental,80.0
3717,Fire Elemental,62.0
3718,Fire Elemental,48.0
3719,Fire Elemental,34.0
3720,Fire Elemental,24.0
3721,Fire Elemental,14.0
3722,Air Elemental,219.0
3723,Air Elemental,160.8
3724,Air Elemental,117.93
3725,Air Elemental,80.67
3726,Air Elemental,55.53
3727,Air Elemental,34.4
3728,Air Elemental,19.2
3729,Air Elemental,10.4
3730,Water Elemental,217.16
3731,Water Elemental,156.61
3732,Water Elemental,109.64
3733,Water Elemental,61.99
3734,Water Elemental,32.76
3735,Water Elemental,15.66
3736,Water Elemental,8.28
3737,Water Elemental,5.52
3738,Earth Elemental,175.19
3739,Earth Elemental,130.64
3740,Earth Elemental,104.1
3741,Earth Elemental,62.4
3742,Earth Elemental,46.8
3743,Earth Elemental,32.13
3744,Earth Elemental,17.22
3745,Earth Elemental,11.07
3746,Ice Elemental,167.4
3747,Ice Elemental,133.96
3748,Ice Elemental,105.41
3749,Ice Elemental,66.6
3750,Ice Elemental,50.4
3751,Ice Elemental,35.4
3752,Ice Elemental,19.11
3753,Ice Elemental,11.76
3754,Illearth,161.25
3755,Illearth,119.81
3756,Illearth,93.64
3757,Illearth,72.0
3758,Illearth,44.1
3759,Illearth,30.24
3760,Illearth,15.54
3761,Illearth,9.72
3762,Living Mercury,171.72
3763,Living Mercury,152.28
3764,Living Mercury,110.7
3765,Living Mercury,94.5
3766,Living Mercury,65.25
3767,Living Mercury,51.75
3768,Seaweed,5.0
3769,Seaweed,5.0
3770,Seaweed,5.0
3771,Seaweed,5.0
3772,Seaweed,5.0
3773,Seaweed,5.0
3774,Crystal,5.0
3775,Crystal,5.0
3776,Crystal,5.0
3777,Crystal,5.0
3778,Stalagmite,10.5
3779,Stalagmite,8.4
3780,Dark Flower,5.0
3781,Dark Flower,5.0
3782,Dark Flower,5.0
3783,Piconye Militia,5.0
3784,Piconye Slinger,6.55
3785,Piconye Crossbowman,6.55
3786,Piconye Spearman,6.93
3787,Piconye Soldier,9.12
3788,Piconye Defender,9.84
3789,Soldier Priest,17.76
3790,Crosswielder,19.58
3791,Baculite,22.2
3792,Bird Knight,13.2
3793,War Bird,8.42
3794,Piconye Bishop General,19.32
3795,Prester King,51.6
3796,Bird Knight Commander,16.8
3797,Piconye Sage,13.26
3798,Piconye Sage-Priest,32.4
3799,Piconye Bishop,22.98
3800,Piconye Arch Bishop,31.2
3801,Piconye Pope,40.2
3802,Piconye Scout,8.35
3803,Feminie Militia,5.0
3804,Feminie Archer,8.28
3805,Feminie City Guard,7.67
3806,Feminie Soldier,7.67
3807,Feminie Swordswoman,8.7
3808,Lady at Arms,12.3
3809,Lady Knight,19.36
3810,Feminie Scout,8.28
3811,Feminie Commander,13.53
3812,Lady Commander,22.0
3813,Feminie Savant,6.3
3814,Feminie Sorceress,30.67
3815,Loremistress,12.3
3816,Sage-Queen,60.3
3817,Cloistered Lady,15.3
3818,Feminie Abbess,21.3
3819,Veiled One,27.13
3820,Unseen One,32.4
3821,Peasant,5.0
3822,Commoner,5.0
3823,Commoner,5.0
3824,Barrel,5.0
3825,Crate,5.0
3826,Table,5.0
3827,Counter,5.0
3828,Bookshelf,5.0
3829,Sacred Skeletal Horse,17.7
3830,Seithberender Apprentice,16.8
3831,Iron Gryphon,9.18
3832,Divine Hero,56.0
3833,Divine Sibyl,42.45
3834,Divine Daughter,22.77
3835,Divine Son,38.16
3836,Bekryde,10.56
3837,Bekryde,10.56
3838,Bekryde Warrior,8.8
3839,Bekryde Champion,12.0
3840,Calystri Militia,14.56
3841,Calystri City Guard,24.64
3842,Calystri Crossbowman,15.72
3843,Calystri Footman,21.28
3844,Calystri Soldier,21.28
3845,Calystri Pikeneer,23.41
3846,Calystri Man at Arms,28.2
3847,Calystri Senatorial Guard,32.0
3848,Calystri Scout,22.98
3849,Calystri Commander,27.0
3850,Tomb Flame Wielder,20.88
3851,Carrion Commander,17.47
3852,Void Dreamer,7.56
3853,Void Herald,18.72
3854,Falchioneer,12.24
3855,Halberdier,12.47
